Mutation,TP,FP,FN,TN
4:189358370-189358370,0,3,10,25
6:66129167-66129167,0,3,10,25
17:1744661-1744661,0,4,10,24
11:48171955-48171955,0,3,10,25
12:130466317-130466317,0,4,10,24
7:123547659-123547659,0,3,10,25
11:1881316-1881316,0,3,10,25
2:230408904-230408904,0,3,10,25
11:76658459-76658459,0,3,10,25
15:47619481-47619481,0,4,10,24
16:47219563-47219563,1,5,9,23
8:85876078-85876078,0,4,10,24
20:59167500-59167500,0,3,10,25
7:4041861-4041861,0,3,10,25
12:78024282-78024282,0,4,10,24
1:173660270-173660270,0,4,10,24
17:50370753-50370753,0,3,10,25
21:10965434-10965434,0,4,10,24
6:55252461-55252461,0,4,10,24
12:67921597-67921597,0,3,10,25
2:234473251-234473251,0,3,10,25
3:83309275-83309275,0,4,10,24
1:39047555-39047555,0,4,10,24
X:104807184-104807184,0,3,10,25
16:85722369-85722369,0,3,10,25
3:150741289-150741289,0,3,10,25
8:90654637-90654637,0,4,10,24
4:12978277-12978277,0,3,10,25
1:144546960-144546960,0,3,10,25
21:37777844-37777844,0,3,10,25
14:101235307-101235307,0,4,10,24
17:2761088-2761088,0,4,10,24
18:37940853-37940853,0,3,10,25
14:92060008-92060008,0,3,10,25
7:117476572-117476572,0,3,10,25
7:76501057-76501057,0,3,10,25
10:35450986-35450986,0,3,10,25
20:52067138-52067138,0,4,10,24
11:17213647-17213647,0,3,10,25
1:227286269-227286269,0,3,10,25
8:79854595-79854595,0,4,10,24
21:43521646-43521646,0,3,10,25
14:76486885-76486885,0,3,10,25
1:109768364-109768364,0,3,10,25
1:98618472-98618472,0,4,10,24
6:52849918-52849918,0,3,10,25
9:74067160-74067160,0,4,10,24
5:107386515-107386515,0,4,10,24
3:85167444-85167444,0,4,10,24
9:127954843-127954843,0,3,10,25
9:14970542-14970542,1,4,9,24
2:125057750-125057750,0,3,10,25
2:138480822-138480822,0,3,10,25
19:34735552-34735552,0,4,10,24
4:127276180-127276180,0,4,10,24
11:14063050-14063050,0,4,10,24
5:168061419-168061419,0,4,10,24
X:138174745-138174745,0,3,10,25
1:5757554-5757554,0,4,10,24
2:157278236-157278236,0,3,10,25
8:64780272-64780272,0,3,10,25
9:28446141-28446141,0,3,10,25
11:132236173-132236173,0,3,10,25
X:33701482-33701482,1,2,9,26
6:52631764-52631764,1,2,9,26
13:66599684-66599684,0,3,10,25
4:174649529-174649529,0,3,10,25
2:98933929-98933929,0,3,10,25
10:83400772-83400772,0,4,10,24
2:106495851-106495851,0,3,10,25
5:44143790-44143790,0,3,10,25
1:41432854-41432854,0,4,10,24
6:13159882-13159882,0,3,10,25
18:56902884-56902884,0,3,10,25
12:131046543-131046543,0,3,10,25
14:105145412-105145412,0,3,10,25
8:3195866-3195866,0,3,10,25
5:7062347-7062347,0,3,10,25
17:57301859-57301859,0,4,10,24
16:25541008-25541008,0,3,10,25
1:215568343-215568343,0,3,10,25
1:149456499-149456499,3,0,7,28
10:49760186-49760186,0,3,10,25
9:24569212-24569212,0,3,10,25
20:7001706-7001706,0,4,10,24
10:4804777-4804777,0,4,10,24
8:64115949-64115949,3,0,7,28
1:174429827-174429827,0,3,10,25
12:86682396-86682396,0,3,10,25
2:63735940-63735940,0,4,10,24
3:118277141-118277141,0,3,10,25
8:7585376-7585376,4,2,6,26
10:113402173-113402173,1,2,9,26
X:67997640-67997640,0,3,10,25
2:79879693-79879693,0,3,10,25
9:9550328-9550328,0,3,10,25
10:79376491-79376491,0,4,10,24
12:26282006-26282006,0,4,10,24
10:57756603-57756603,0,3,10,25
9:11473278-11473278,0,3,10,25
3:192225905-192225905,0,4,10,24
18:25702505-25702505,0,4,10,24
8:93390843-93390843,0,3,10,25
16:21825288-21825288,0,3,10,25
7:18118327-18118327,0,3,10,25
21:38853674-38853674,0,4,10,24
12:74825692-74825692,0,3,10,25
8:75252111-75252111,0,4,10,24
2:180644695-180644695,0,4,10,24
2:895886-895886,0,3,10,25
5:115902409-115902409,0,3,10,25
7:79131801-79131801,0,3,10,25
1:189434453-189434453,0,4,10,24
19:31947142-31947142,0,3,10,25
11:98009176-98009176,0,3,10,25
1:182630490-182630490,0,4,10,24
8:84884390-84884390,0,3,10,25
18:35409915-35409915,0,3,10,25
4:173302468-173302468,0,3,10,25
21:44122941-44122941,0,4,10,24
7:117520242-117520242,0,3,10,25
6:29487539-29487539,0,3,10,25
1:213193806-213193806,0,4,10,24
20:12084987-12084987,0,3,10,25
1:197886259-197886259,3,0,7,28
12:66046034-66046034,0,4,10,24
5:24214226-24214226,0,3,10,25
5:34681775-34681775,2,2,8,26
1:43942097-43942097,0,3,10,25
6:63350772-63350772,0,4,10,24
5:135033672-135033672,0,3,10,25
7:8663435-8663435,0,3,10,25
6:122896754-122896754,0,3,10,25
13:47023053-47023053,3,0,7,28
12:131063511-131063511,0,3,10,25
12:2765471-2765471,0,4,10,24
1:108017628-108017628,0,3,10,25
19:13482424-13482424,0,4,10,24
11:82846283-82846283,2,2,8,26
5:143165593-143165593,0,4,10,24
6:2125193-2125193,0,4,10,24
4:165489804-165489804,0,3,10,25
4:132735651-132735651,0,3,10,25
3:187561570-187561570,0,3,10,25
15:26904584-26904584,0,4,10,24
2:19125668-19125668,0,4,10,24
4:28515658-28515658,0,3,10,25
5:99911146-99911146,0,4,10,24
8:84170516-84170516,0,4,10,24
2:43016453-43016453,0,4,10,24
10:55413413-55413413,0,3,10,25
7:149846813-149846813,1,3,9,25
14:68149651-68149651,0,3,10,25
21:15837708-15837708,0,3,10,25
13:92507211-92507211,0,4,10,24
13:49275097-49275097,0,3,10,25
7:47186835-47186835,0,3,10,25
10:81707277-81707277,0,3,10,25
6:169420681-169420681,0,3,10,25
13:70209084-70209084,0,4,10,24
3:56468184-56468184,0,3,10,25
18:27497323-27497323,0,3,10,25
10:29695784-29695784,0,3,10,25
X:130769547-130769547,0,3,10,25
3:161138431-161138431,0,4,10,24
2:123904918-123904918,0,3,10,25
12:8543858-8543858,0,3,10,25
12:57963868-57963868,0,4,10,24
16:51298701-51298701,0,4,10,24
13:54982678-54982678,0,4,10,24
8:79595750-79595750,0,4,10,24
6:58659811-58659811,0,3,10,25
5:7273569-7273569,0,3,10,25
10:46292136-46292136,0,3,10,25
12:82447544-82447544,0,4,10,24
14:23806843-23806843,0,4,10,24
15:44708663-44708663,0,3,10,25
17:62585244-62585244,0,4,10,24
12:88970033-88970033,0,3,10,25
3:127611418-127611418,0,4,10,24
16:32930155-32930155,3,0,7,28
5:28351617-28351617,0,4,10,24
17:54752956-54752956,0,4,10,24
4:126617118-126617118,0,3,10,25
5:88282428-88282428,0,3,10,25
11:81307558-81307558,0,3,10,25
11:98150500-98150500,0,3,10,25
14:42107794-42107794,0,3,10,25
4:81634865-81634865,0,3,10,25
X:88418533-88418533,0,3,10,25
3:106244822-106244822,0,4,10,24
11:38329197-38329197,0,3,10,25
9:89222026-89222026,3,2,7,26
3:125533818-125533818,1,4,9,24
8:18020653-18020653,0,3,10,25
8:127024193-127024193,0,3,10,25
12:74784512-74784512,0,3,10,25
7:57125453-57125453,0,4,10,24
5:101644964-101644964,0,3,10,25
1:86234112-86234112,0,3,10,25
3:97559723-97559723,0,3,10,25
5:45477675-45477675,0,3,10,25
2:131475607-131475607,2,3,8,25
4:82961272-82961272,0,3,10,25
2:4365256-4365256,0,4,10,24
6:98641788-98641788,0,3,10,25
13:62012007-62012007,0,3,10,25
2:197416360-197416360,0,3,10,25
10:82243834-82243834,0,4,10,24
8:38475638-38475638,0,3,10,25
16:46591077-46591077,2,1,8,27
8:52943682-52943682,0,3,10,25
5:151631799-151631799,0,4,10,24
2:82762843-82762843,0,4,10,24
15:67094140-67094140,0,4,10,24
2:113181366-113181366,3,0,7,28
10:11581417-11581417,0,3,10,25
X:101033652-101033652,3,0,7,28
2:196030387-196030387,0,3,10,25
16:51207683-51207683,0,3,10,25
11:6906456-6906456,0,4,10,24
16:69907029-69907029,0,3,10,25
21:31025494-31025494,0,3,10,25
4:187835665-187835665,0,3,10,25
7:122159995-122159995,0,3,10,25
3:167175674-167175674,0,3,10,25
2:125643605-125643605,0,4,10,24
2:26633393-26633393,0,3,10,25
8:3280427-3280427,0,3,10,25
9:15950188-15950188,0,4,10,24
3:1701966-1701966,0,3,10,25
12:17839253-17839253,0,3,10,25
12:108219201-108219201,1,2,9,26
1:177172876-177172876,0,3,10,25
1:240612745-240612745,0,3,10,25
3:180433467-180433467,0,3,10,25
11:89303315-89303315,0,3,10,25
15:49821134-49821134,0,4,10,24
1:183840948-183840948,0,3,10,25
18:61458939-61458939,0,3,10,25
5:3006905-3006905,0,4,10,24
5:128738610-128738610,0,3,10,25
7:153650673-153650673,0,3,10,25
5:4051373-4051373,0,3,10,25
7:64545205-64545205,3,0,7,28
12:130245964-130245964,0,3,10,25
5:133086974-133086974,0,4,10,24
13:56844909-56844909,0,3,10,25
12:90384619-90384619,0,3,10,25
3:94680008-94680008,0,3,10,25
7:124421888-124421888,0,3,10,25
1:35290262-35290262,0,3,10,25
6:121517465-121517465,0,3,10,25
2:116932628-116932628,0,3,10,25
5:40250547-40250547,0,4,10,24
7:89123065-89123065,0,4,10,24
9:38816041-38816041,0,3,10,25
12:81966561-81966561,0,3,10,25
3:20547752-20547752,0,3,10,25
8:119425824-119425824,0,3,10,25
20:59077276-59077276,0,3,10,25
8:11992645-11992645,0,3,10,25
6:58287124-58287124,0,3,10,25
8:127193812-127193812,0,3,10,25
18:70653754-70653754,0,3,10,25
2:227546425-227546425,0,4,10,24
19:6171722-6171722,0,4,10,24
7:144996850-144996850,0,3,10,25
2:79198375-79198375,0,4,10,24
6:63786882-63786882,0,4,10,24
10:3255927-3255927,0,3,10,25
11:73631562-73631562,0,3,10,25
4:176326112-176326112,2,1,8,27
5:33360511-33360511,0,3,10,25
17:28529315-28529315,0,3,10,25
2:117701256-117701256,0,3,10,25
8:90169954-90169954,2,4,8,24
19:30937368-30937368,0,3,10,25
1:164347553-164347553,0,3,10,25
3:2581127-2581127,0,4,10,24
8:40873672-40873672,0,4,10,24
4:168715243-168715243,0,4,10,24
5:143066755-143066755,0,3,10,25
12:20462636-20462636,0,3,10,25
3:29883168-29883168,0,3,10,25
2:151600935-151600935,0,4,10,24
2:227949487-227949487,0,4,10,24
11:77179554-77179554,0,3,10,25
3:11114789-11114789,0,3,10,25
17:20766126-20766126,0,3,10,25
6:96950223-96950223,0,3,10,25
14:30814961-30814961,0,3,10,25
2:97836504-97836504,2,1,8,27
14:55731430-55731430,0,3,10,25
3:78881237-78881237,0,3,10,25
1:63802734-63802734,0,3,10,25
1:120826413-120826413,4,0,6,28
1:88473593-88473593,0,3,10,25
2:56205451-56205451,0,3,10,25
8:105880915-105880915,0,3,10,25
1:208690528-208690528,0,4,10,24
20:53463964-53463964,0,3,10,25
7:4340508-4340508,0,3,10,25
9:36075172-36075172,0,3,10,25
1:5111341-5111341,0,3,10,25
15:23938187-23938187,0,4,10,24
5:171258815-171258815,0,3,10,25
16:70504149-70504149,0,3,10,25
21:32143918-32143918,0,3,10,25
5:2874859-2874859,0,3,10,25
3:191438797-191438797,0,3,10,25
11:50301695-50301695,0,3,10,25
2:229296214-229296214,0,3,10,25
12:28296514-28296514,0,3,10,25
6:93926375-93926375,0,3,10,25
5:49971015-49971015,0,3,10,25
13:69676999-69676999,0,3,10,25
6:63027625-63027625,0,3,10,25
X:140001010-140001010,0,3,10,25
8:48577107-48577107,0,4,10,24
10:53704396-53704396,0,3,10,25
2:28900253-28900253,0,4,10,24
3:176576284-176576284,0,3,10,25
13:69359820-69359820,0,3,10,25
1:208469238-208469238,0,3,10,25
10:81644769-81644769,0,4,10,24
2:235945744-235945744,0,4,10,24
4:56740568-56740568,0,3,10,25
12:77906144-77906144,0,3,10,25
16:60289881-60289881,0,3,10,25
2:149519916-149519916,0,4,10,24
6:58065897-58065897,0,3,10,25
4:67832871-67832871,1,2,9,26
15:57146999-57146999,0,4,10,24
2:49610718-49610718,0,3,10,25
X:138896743-138896743,0,4,10,24
3:66927465-66927465,0,3,10,25
4:165450349-165450349,0,3,10,25
4:55865807-55865807,0,4,10,24
6:119956503-119956503,0,3,10,25
20:25858673-25858673,0,4,10,24
X:40148561-40148561,2,2,8,26
11:45849892-45849892,0,4,10,24
8:69254872-69254872,0,4,10,24
1:103635976-103635976,2,2,8,26
7:149860453-149860453,3,0,7,28
1:194378468-194378468,0,3,10,25
8:112944513-112944513,0,3,10,25
5:165065348-165065348,0,4,10,24
12:15947983-15947983,0,3,10,25
1:214649355-214649355,0,3,10,25
3:21830757-21830757,0,4,10,24
19:53899363-53899363,0,6,10,22
10:14442194-14442194,0,4,10,24
5:84277437-84277437,0,3,10,25
6:74135898-74135898,2,1,8,27
7:73157973-73157973,0,3,10,25
3:141287541-141287541,0,3,10,25
7:119773625-119773625,0,3,10,25
12:1975899-1975899,0,4,10,24
7:147305852-147305852,0,3,10,25
5:168848225-168848225,0,3,10,25
8:120248887-120248887,1,2,9,26
13:41618108-41618108,1,2,9,26
8:48434226-48434226,3,0,7,28
12:63439623-63439623,0,4,10,24
10:25946920-25946920,0,3,10,25
4:106236605-106236605,0,4,10,24
2:196998425-196998425,0,3,10,25
8:41347045-41347045,0,3,10,25
5:14124017-14124017,0,4,10,24
4:171192080-171192080,0,3,10,25
13:20737167-20737167,0,3,10,25
6:69984788-69984788,0,4,10,24
3:101440553-101440553,0,3,10,25
14:91490442-91490442,0,4,10,24
X:48427268-48427268,0,3,10,25
10:58611890-58611890,3,0,7,28
X:121206500-121206500,1,2,9,26
16:6369745-6369745,0,4,10,24
9:20107206-20107206,0,3,10,25
2:165701457-165701457,0,3,10,25
2:18299401-18299401,1,2,9,26
2:177540518-177540518,0,3,10,25
1:211303034-211303034,0,4,10,24
8:68839428-68839428,0,3,10,25
3:41866816-41866816,0,3,10,25
16:27048752-27048752,0,3,10,25
7:70314788-70314788,0,3,10,25
4:156002585-156002585,0,3,10,25
3:83352887-83352887,0,3,10,25
8:52943683-52943683,0,4,10,24
2:218781509-218781509,0,3,10,25
3:159111051-159111051,0,3,10,25
8:114329769-114329769,0,3,10,25
13:104883771-104883771,0,4,10,24
5:40413840-40413840,0,3,10,25
3:6049600-6049600,0,3,10,25
18:75205019-75205019,0,3,10,25
10:93705395-93705395,0,4,10,24
1:176602443-176602443,0,3,10,25
4:101987044-101987044,0,4,10,24
2:77568230-77568230,0,3,10,25
2:14487417-14487417,0,4,10,24
2:218767373-218767373,0,4,10,24
17:35592694-35592694,0,3,10,25
8:35629338-35629338,0,3,10,25
12:72362378-72362378,0,3,10,25
10:1514237-1514237,0,3,10,25
8:113609322-113609322,0,4,10,24
10:71518108-71518108,0,3,10,25
2:132641036-132641036,3,2,7,26
16:5482899-5482899,0,3,10,25
9:32228209-32228209,0,4,10,24
7:71132251-71132251,0,3,10,25
11:6605988-6605988,0,4,10,24
11:81593019-81593019,0,3,10,25
4:112937794-112937794,0,4,10,24
3:54938209-54938209,0,4,10,24
6:76289728-76289728,0,4,10,24
5:156507823-156507823,0,4,10,24
1:66555627-66555627,0,3,10,25
5:82843220-82843220,0,4,10,24
4:179217101-179217101,1,2,9,26
2:89259742-89259742,0,4,10,24
2:173255338-173255338,0,4,10,24
4:99974670-99974670,0,3,10,25
2:173408560-173408560,0,4,10,24
6:131740432-131740432,0,3,10,25
1:91134464-91134464,0,4,10,24
15:20590249-20590249,0,4,10,24
18:14176074-14176074,1,4,9,24
14:36905423-36905423,0,3,10,25
18:25217522-25217522,0,4,10,24
4:171808268-171808268,0,3,10,25
16:33451028-33451028,0,3,10,25
3:102337778-102337778,0,3,10,25
3:88338766-88338766,0,3,10,25
20:22005971-22005971,0,4,10,24
1:212104457-212104457,0,3,10,25
14:27237053-27237053,0,4,10,24
3:86918319-86918319,0,3,10,25
17:60521487-60521487,0,3,10,25
1:187550328-187550328,0,4,10,24
3:109629472-109629472,0,3,10,25
2:217782277-217782277,0,4,10,24
16:61341491-61341491,0,3,10,25
6:98290710-98290710,0,4,10,24
1:119978861-119978861,0,4,10,24
4:67313221-67313221,0,3,10,25
6:68587782-68587782,0,3,10,25
8:839019-839019,0,4,10,24
X:8036092-8036092,0,3,10,25
7:69670357-69670357,0,4,10,24
8:25754713-25754713,0,4,10,24
18:67055926-67055926,0,3,10,25
X:72375764-72375764,0,4,10,24
20:21957307-21957307,0,3,10,25
11:24620200-24620200,0,3,10,25
12:100700617-100700617,0,4,10,24
7:55523720-55523720,0,6,10,22
4:69725907-69725907,0,3,10,25
3:160742252-160742252,1,5,9,23
10:16254918-16254918,0,4,10,24
14:23681160-23681160,0,3,10,25
4:132587911-132587911,0,4,10,24
14:29165232-29165232,0,3,10,25
10:28120059-28120059,0,3,10,25
2:130752705-130752705,1,2,9,26
11:23342659-23342659,0,3,10,25
10:37871860-37871860,0,3,10,25
4:1889618-1889618,0,4,10,24
2:173687524-173687524,0,4,10,24
18:25280815-25280815,0,3,10,25
X:66434186-66434186,0,4,10,24
2:176517876-176517876,0,4,10,24
4:27888481-27888481,0,3,10,25
15:31952139-31952139,0,3,10,25
4:28556796-28556796,0,3,10,25
19:31079964-31079964,0,3,10,25
1:41432815-41432815,0,3,10,25
3:164444224-164444224,0,3,10,25
14:27724249-27724249,0,4,10,24
X:138746059-138746059,0,3,10,25
4:131739715-131739715,0,4,10,24
12:101283484-101283484,2,1,8,27
1:76158868-76158868,0,4,10,24
22:23981324-23981324,0,4,10,24
18:1746493-1746493,0,3,10,25
6:148148054-148148054,0,3,10,25
9:29385888-29385888,0,4,10,24
9:76367040-76367040,0,4,10,24
15:88447227-88447227,0,3,10,25
3:118245151-118245151,0,3,10,25
4:138407046-138407046,0,3,10,25
2:28372685-28372685,0,4,10,24
11:99904304-99904304,0,4,10,24
5:44685895-44685895,3,0,7,28
3:176463919-176463919,0,4,10,24
17:77833039-77833039,0,3,10,25
12:63215366-63215366,0,3,10,25
1:30615775-30615775,2,1,8,27
8:28049114-28049114,0,3,10,25
14:42415495-42415495,0,4,10,24
7:57491415-57491415,0,3,10,25
4:20904147-20904147,0,4,10,24
5:100530672-100530672,0,4,10,24
15:36518896-36518896,0,3,10,25
7:63120899-63120899,3,0,7,28
2:81266344-81266344,0,3,10,25
8:76218601-76218601,0,4,10,24
9:100267599-100267599,0,4,10,24
12:24918821-24918821,0,4,10,24
10:53508702-53508702,0,4,10,24
16:15470566-15470566,0,3,10,25
1:106979095-106979095,0,3,10,25
1:207861335-207861335,0,4,10,24
6:149794557-149794557,0,3,10,25
17:79949888-79949888,0,3,10,25
14:86512060-86512060,0,3,10,25
10:81642128-81642128,0,4,10,24
5:178719494-178719494,0,4,10,24
14:35949497-35949497,0,3,10,25
5:129697365-129697365,0,3,10,25
19:36798678-36798678,0,3,10,25
4:46728943-46728943,0,3,10,25
20:8967893-8967893,0,3,10,25
6:45017234-45017234,0,3,10,25
8:64892071-64892071,0,4,10,24
12:16232636-16232636,0,3,10,25
2:145231187-145231187,0,4,10,24
7:136159673-136159673,0,3,10,25
5:81987281-81987281,0,6,10,22
3:67098992-67098992,0,3,10,25
1:13145885-13145885,0,4,10,24
3:85759586-85759586,0,4,10,24
9:15950166-15950166,0,3,10,25
2:231568425-231568425,0,3,10,25
13:58539315-58539315,0,3,10,25
18:63306484-63306484,0,3,10,25
13:79154497-79154497,0,4,10,24
X:145821496-145821496,0,4,10,24
10:118315527-118315527,0,3,10,25
4:96632875-96632875,0,4,10,24
10:81644537-81644537,0,4,10,24
2:202961416-202961416,0,4,10,24
3:109745683-109745683,0,3,10,25
2:203983406-203983406,0,4,10,24
8:102152942-102152942,0,4,10,24
4:137417295-137417295,0,3,10,25
2:1380430-1380430,0,4,10,24
2:21185452-21185452,0,3,10,25
15:40978573-40978573,0,4,10,24
3:145279102-145279102,0,3,10,25
9:107951905-107951905,0,3,10,25
8:49871620-49871620,0,3,10,25
17:62952885-62952885,0,3,10,25
6:18513361-18513361,0,3,10,25
17:12096158-12096158,0,4,10,24
5:28718821-28718821,0,3,10,25
12:29800113-29800113,0,3,10,25
1:198567195-198567195,0,4,10,24
8:90521814-90521814,0,4,10,24
8:90213017-90213017,0,3,10,25
9:38587902-38587902,1,6,9,22
16:9412121-9412121,0,3,10,25
15:47735868-47735868,0,3,10,25
4:189308506-189308506,0,3,10,25
12:14912073-14912073,0,3,10,25
16:22980016-22980016,0,3,10,25
8:50005880-50005880,0,3,10,25
1:221198034-221198034,0,3,10,25
6:69658411-69658411,0,4,10,24
7:56149180-56149180,0,3,10,25
1:238749253-238749253,0,3,10,25
17:38467459-38467459,0,3,10,25
3:141096009-141096009,0,3,10,25
X:124279909-124279909,0,4,10,24
2:2626631-2626631,0,3,10,25
2:54059887-54059887,0,3,10,25
6:158404441-158404441,0,4,10,24
1:229902092-229902092,0,4,10,24
2:104045189-104045189,0,3,10,25
1:221636629-221636629,0,3,10,25
X:132207557-132207557,0,3,10,25
19:10535363-10535363,0,3,10,25
6:52659265-52659265,0,3,10,25
15:80181816-80181816,3,0,7,28
12:8961114-8961114,0,3,10,25
1:233584895-233584895,0,4,10,24
2:237427614-237427614,0,4,10,24
8:109979841-109979841,0,3,10,25
11:115089460-115089460,0,3,10,25
7:83032047-83032047,0,4,10,24
21:18493395-18493395,0,4,10,24
14:85603157-85603157,0,4,10,24
1:38697526-38697526,0,3,10,25
3:163965315-163965315,0,4,10,24
4:92873876-92873876,0,3,10,25
2:40711074-40711074,0,3,10,25
13:105184509-105184509,0,3,10,25
X:151153503-151153503,0,3,10,25
11:55977501-55977501,0,3,10,25
10:81645014-81645014,0,3,10,25
17:61926582-61926582,0,3,10,25
22:45276011-45276011,0,4,10,24
1:77160578-77160578,0,4,10,24
22:16953952-16953952,1,2,9,26
3:803873-803873,1,7,9,21
2:58624626-58624626,0,4,10,24
15:27306027-27306027,0,3,10,25
18:8471374-8471374,0,4,10,24
6:83182014-83182014,0,4,10,24
1:219189302-219189302,0,3,10,25
2:63210097-63210097,0,4,10,24
11:11745772-11745772,0,3,10,25
1:211367508-211367508,0,3,10,25
5:111189958-111189958,0,3,10,25
5:165994353-165994353,0,3,10,25
14:65987246-65987246,0,4,10,24
7:76741621-76741621,0,3,10,25
19:39144997-39144997,0,4,10,24
8:110820488-110820488,0,4,10,24
21:10905963-10905963,1,2,9,26
2:164535730-164535730,0,4,10,24
2:229774505-229774505,0,3,10,25
15:42561242-42561242,0,4,10,24
11:67975545-67975545,0,3,10,25
18:72975615-72975615,0,3,10,25
12:13567726-13567726,0,3,10,25
10:133001355-133001355,0,4,10,24
6:128514916-128514916,0,3,10,25
X:30624183-30624183,0,3,10,25
15:53469411-53469411,0,4,10,24
8:50205226-50205226,0,3,10,25
2:177596380-177596380,0,3,10,25
3:163752398-163752398,0,3,10,25
2:137716833-137716833,0,3,10,25
6:99374807-99374807,0,3,10,25
2:241974061-241974061,0,3,10,25
12:115873846-115873846,0,3,10,25
1:74958419-74958419,0,3,10,25
3:41058731-41058731,0,3,10,25
5:17515795-17515795,0,6,10,22
2:115943451-115943451,0,4,10,24
17:1323250-1323250,0,3,10,25
16:62210120-62210120,0,4,10,24
11:50293481-50293481,0,3,10,25
X:151213656-151213656,0,3,10,25
3:31255614-31255614,0,4,10,24
20:54682672-54682672,0,3,10,25
4:98309314-98309314,0,3,10,25
X:63698297-63698297,0,3,10,25
4:139296601-139296601,0,4,10,24
3:117912128-117912128,0,3,10,25
22:21318882-21318882,0,3,10,25
11:71423117-71423117,0,3,10,25
2:225262918-225262918,0,4,10,24
6:73222706-73222706,0,3,10,25
1:220546623-220546623,0,4,10,24
8:108610868-108610868,0,3,10,25
17:77873810-77873810,0,4,10,24
8:36061183-36061183,0,3,10,25
7:8505401-8505401,0,3,10,25
2:166824903-166824903,0,3,10,25
18:28475946-28475946,0,3,10,25
5:162380159-162380159,0,4,10,24
3:93523162-93523162,0,4,10,24
10:88077255-88077255,0,3,10,25
2:25950532-25950532,0,3,10,25
16:66424085-66424085,0,4,10,24
6:86042114-86042114,0,3,10,25
1:159822473-159822473,0,3,10,25
11:69633061-69633061,0,3,10,25
18:1518799-1518799,1,2,9,26
7:114838527-114838527,0,4,10,24
10:1773820-1773820,0,4,10,24
1:184070581-184070581,0,4,10,24
5:136547703-136547703,0,4,10,24
8:55776745-55776745,0,3,10,25
11:51527707-51527707,0,3,10,25
8:104309082-104309082,0,3,10,25
6:79557841-79557841,0,4,10,24
7:96657830-96657830,0,3,10,25
2:29975683-29975683,0,4,10,24
1:54742802-54742802,0,3,10,25
19:16692167-16692167,0,3,10,25
17:58989964-58989964,0,3,10,25
8:20770042-20770042,0,3,10,25
2:216597325-216597325,0,4,10,24
6:115477638-115477638,0,4,10,24
7:119113348-119113348,0,3,10,25
15:72779705-72779705,0,4,10,24
5:87178107-87178107,0,3,10,25
8:62232447-62232447,0,3,10,25
14:69254913-69254913,0,3,10,25
8:135427867-135427867,0,3,10,25
6:10509213-10509213,0,3,10,25
8:66904201-66904201,0,3,10,25
5:52586077-52586077,0,3,10,25
11:113574-113574,2,2,8,26
3:9389843-9389843,0,4,10,24
16:20923889-20923889,0,3,10,25
10:110980433-110980433,0,4,10,24
13:80442367-80442367,0,3,10,25
10:118975720-118975720,0,4,10,24
4:105476695-105476695,0,3,10,25
16:76136915-76136915,0,3,10,25
2:143402817-143402817,0,3,10,25
5:124837762-124837762,0,4,10,24
11:122008473-122008473,0,3,10,25
7:57102636-57102636,4,1,6,27
16:6865983-6865983,0,3,10,25
8:108844974-108844974,0,3,10,25
10:96726102-96726102,0,3,10,25
7:88523968-88523968,0,3,10,25
6:57748319-57748319,0,3,10,25
14:65736684-65736684,0,3,10,25
16:32369771-32369771,0,3,10,25
7:96326619-96326619,0,4,10,24
6:40368449-40368449,0,3,10,25
12:80996157-80996157,0,3,10,25
5:67863634-67863634,0,7,10,21
7:154398740-154398740,0,3,10,25
17:57668069-57668069,0,4,10,24
2:35231651-35231651,0,3,10,25
7:51854811-51854811,0,4,10,24
8:59491531-59491531,0,3,10,25
20:44106089-44106089,0,3,10,25
11:80042587-80042587,0,3,10,25
17:705428-705428,0,4,10,24
6:51289585-51289585,0,4,10,24
5:145411511-145411511,0,3,10,25
6:117996635-117996635,0,3,10,25
4:55683984-55683984,0,3,10,25
X:149101934-149101934,1,4,9,24
2:127374058-127374058,0,4,10,24
6:140650861-140650861,0,3,10,25
1:198040716-198040716,0,4,10,24
1:111830174-111830174,0,3,10,25
5:739420-739420,2,2,8,26
1:166755009-166755009,0,4,10,24
22:29564985-29564985,0,3,10,25
16:64715773-64715773,0,3,10,25
3:155448778-155448778,0,3,10,25
10:110594133-110594133,0,3,10,25
15:34717492-34717492,1,2,9,26
3:151772927-151772927,0,3,10,25
18:51845622-51845622,0,3,10,25
2:166528064-166528064,0,3,10,25
18:7318488-7318488,0,3,10,25
1:98280176-98280176,0,3,10,25
10:130057951-130057951,0,4,10,24
6:38010767-38010767,0,3,10,25
5:94635211-94635211,0,3,10,25
4:87776063-87776063,0,3,10,25
3:180966185-180966185,0,3,10,25
7:147372076-147372076,0,3,10,25
1:171383526-171383526,0,4,10,24
6:67555469-67555469,0,3,10,25
14:19789282-19789282,1,2,9,26
5:62584196-62584196,0,4,10,24
1:221578848-221578848,0,4,10,24
2:165862176-165862176,0,4,10,24
2:34393805-34393805,0,3,10,25
18:70033425-70033425,0,4,10,24
22:42903804-42903804,2,1,8,27
6:93157026-93157026,0,3,10,25
3:61812877-61812877,0,3,10,25
3:194667780-194667780,0,3,10,25
8:56793563-56793563,0,4,10,24
1:164399610-164399610,0,4,10,24
3:45066258-45066258,0,4,10,24
8:42290438-42290438,0,3,10,25
X:33811909-33811909,2,1,8,27
17:18594446-18594446,0,3,10,25
18:67631101-67631101,2,6,8,22
