,SA599177,SA599143,SA598026,SA598002,SA601548,SA598067,SA599175,SA599123,SA598046,SA599154,SA599107,SA598013,SA598029,SA599136,SA598027,SA598003,SA598017,SA599169,SA599118,SA601545,SA599102,SA599088,SA598025,SA599157,SA598014,SA599112,SA599132,SA598018,SA599094,SA598012,SA598062,SA599146,SA599092,SA599098,SA599166,SA598001,SA599104,SA598040
cg02460251,0.748835902,0.314144537,0.11195795,0.786817362,0.06636777,0.287027455,0.733766711,0.578827407,0.309783162,0.826755574,0.385722561,0.755273497,0.114147678,0.794506696,0.339617728,0.838413225,0.389561361,0.055210409,0.447506447,0.153323904,0.750048648,0.639456605,0.2602,0.820805982,0.077636515,0.181496759,0.828089859,0.281749731,0.046722455,0.086296361,0.221092917,0.507932715,0.647886155,0.661403796,0.04478531,0.733301123,0.040529885,0.120865824
cg12629325,0.848449483,0.058280776,0.137377239,0.61066538,0.636929107,0.067509728,0.803854031,0.050222018,0.320579152,0.065874266,0.043790109,0.070588235,0.209265176,0.563699706,0.728554217,0.641685393,0.845944475,0.091148216,0.093878782,0.567322498,0.039466472,0.059078434,0.486244204,0.044409938,0.071370568,0.037091027,0.469466236,0.81487976,0.066541956,0.064041012,0.069656678,0.055760469,0.035742223,0.067717664,0.050394988,0.091619408,0.057301017,0.165737456
cg00343633,0.062306673,0.044003348,0.099444444,0.095517484,0.664148607,0.048455804,0.073956262,0.854591084,0.021043469,0.862728646,0.064516129,0.550820985,0.162141074,0.08951378,0.614588634,0.095955882,0.027444511,0.062852242,0.570613888,0.716061913,0.054365733,0.826674862,0.394456887,0.808436927,0.064782846,0.047166072,0.065289742,0.038222582,0.055175704,0.047074325,0.0728342,0.046209972,0.183225236,0.08076225,0.058451229,0.565488068,0.087155963,0.117630854
cg16002355,0.816689611,0.051484847,0.10030993,0.085466882,0.562471645,0.039238033,0.771363187,0.044777876,0.109513638,0.112049989,0.027030556,0.068885449,0.109333984,0.814179104,0.032056756,0.062401805,0.056579233,0.580477271,0.086611395,0.701368745,0.045991595,0.660977682,0.051230629,0.138933505,0.093472718,0.033394328,0.875607613,0.031781392,0.056793674,0.116197504,0.049031526,0.032907784,0.61759696,0.044889503,0.6324669,0.063393608,0.08626456,0.098032678
cg14931230,0.375480125,0.558856855,0.061449233,0.397626609,0.482728465,0.030521407,0.381518121,0.749637623,0.178911689,0.739790496,0.694929436,0.740515745,0.077770492,0.841302841,0.449754902,0.404290429,0.359501596,0.01261163,0.591377764,0.56507022,0.414680412,0.678751259,0.298665705,0.738102817,0.028637222,0.781412724,0.816353709,0.39081381,0.047195754,0.026756342,0.028841608,0.799670402,0.026849675,0.501485035,0.018928871,0.670734745,0.04412424,0.090431923
cg21762523,0.776638155,0.069423321,0.136868536,0.044857369,0.412563798,0.058381503,0.748266323,0.485109819,0.098229416,0.522230595,0.267269771,0.66535648,0.132508343,0.890399374,0.059363996,0.049073859,0.419427973,0.049564537,0.074023922,0.381311958,0.032039066,0.101915063,0.068601205,0.52654618,0.054351699,0.100069458,0.860715018,0.380478821,0.084549298,0.054219918,0.054066706,0.83081611,0.728527805,0.120329218,0.038393025,0.646817801,0.07508652,0.159941683
cg01627847,0.065313112,0.082747475,0.068145089,0.432547976,0.51877223,0.053925165,0.069700599,0.80567312,0.101666753,0.357769667,0.418485566,0.739803582,0.063071895,0.893184564,0.064804593,0.414557702,0.066748658,0.608534213,0.613525918,0.587485692,0.327731832,0.707941801,0.063807034,0.400552262,0.064825753,0.580095742,0.879850166,0.051331664,0.046373835,0.057213737,0.057763456,0.061949196,0.048974943,0.060581905,0.546948357,0.670847751,0.056172328,0.065196158
cg04342092,0.025873897,0.416104981,0.031646056,0.336793541,0.334093826,0.016827167,0.028649386,0.7020605,0.094016289,0.675857905,0.428733803,0.046789135,0.027297082,0.84182557,0.258204436,0.352135816,0.72535904,0.01967158,0.555110497,0.48761165,0.031324535,0.546301286,0.145497285,0.726003147,0.051221142,0.590649073,0.811025296,0.727848101,0.025724085,0.035427999,0.019872736,0.385010267,0.020235126,0.022974963,0.012879771,0.033579115,0.023210952,0.023369492
cg27232866,0.038446411,0.051647693,0.074010327,0.831001721,0.537584361,0.020322026,0.047270173,0.844948104,0.089572252,0.262005731,0.33683596,0.795720179,0.063983488,0.42900736,0.029441496,0.819191435,0.014617169,0.031936295,0.416060463,0.687685232,0.025531264,0.086501687,0.024516989,0.314119251,0.069658159,0.425890826,0.407105283,0.021022794,0.037538629,0.04027953,0.021440435,0.019983424,0.025560772,0.0225271,0.017022358,0.797414771,0.021332299,0.069975904
cg06103642,0.791014915,0.203233698,0.051040312,0.393740843,0.364626659,0.231969415,0.745877001,0.199834086,0.258211193,0.792424405,0.248007746,0.746634288,0.048672222,0.827161553,0.204256186,0.418737553,0.698137327,0.034627832,0.03578388,0.59629506,0.309318182,0.560862111,0.128097731,0.816798073,0.150109569,0.020034496,0.886168479,0.636711444,0.034652342,0.18383887,0.197401807,0.039351852,0.273141988,0.468114443,0.051563357,0.691383579,0.055164226,0.067814216
cg19961043,0.408446298,0.098522751,0.22376674,0.71287487,0.56230021,0.391437796,0.403496754,0.635890669,0.03306851,0.583246618,0.674548363,0.448501896,0.134502924,0.751434587,0.059086502,0.678389752,0.060839233,0.079619429,0.541135653,0.678268675,0.187161858,0.5503663,0.097629532,0.718607559,0.846499693,0.752666841,0.731387286,0.062130338,0.057086018,0.852207121,0.24751849,0.064275111,0.034729934,0.063951275,0.075906021,0.550897954,0.060060195,0.108438271
cg06463589,0.660895494,0.033714185,0.036467584,0.039606865,0.482919173,0.031648916,0.610048077,0.763143483,0.048262998,0.748491314,0.046121836,0.490691489,0.041877561,0.054638631,0.054358836,0.064574299,0.032359847,0.052334315,0.422386607,0.565282757,0.680514846,0.677160149,0.035023665,0.786704494,0.045973237,0.041195051,0.060134937,0.037266245,0.042853326,0.044711687,0.038192038,0.041431367,0.041656351,0.728462108,0.040660592,0.491530569,0.051775781,0.037359627
cg10293403,0.800722908,0.574030862,0.37401476,0.840687839,0.351420364,0.427390034,0.749952438,0.136517958,0.135179153,0.735431133,0.719084835,0.486532287,0.25233591,0.866389351,0.451272421,0.853833451,0.798283262,0.052711497,0.074859613,0.644954254,0.199120167,0.748330337,0.29422149,0.769378428,0.088560087,0.607779489,0.852794925,0.680748529,0.069142352,0.096246973,0.344018437,0.487599764,0.073312693,0.704720088,0.061868771,0.462267033,0.071124929,0.288618946
cg08763705,0.763091634,0.026276648,0.022730563,0.047625875,0.711532355,0.025260718,0.791195278,0.016720575,0.097631282,0.573117921,0.126873475,0.222589093,0.032899384,0.671343087,0.578392143,0.047415456,0.014429109,0.027301553,0.056165464,0.773416566,0.036838162,0.011318898,0.496968291,0.586731249,0.04686224,0.117387723,0.656815395,0.014532508,0.024493877,0.031239614,0.014968452,0.016836286,0.078535469,0.65699437,0.039958631,0.229201861,0.018573113,0.031413864
cg07914084,0.556849361,0.067358916,0.055115758,0.061784351,0.588774842,0.059727626,0.492466447,0.920899855,0.117841306,0.810965381,0.365581538,0.632339803,0.137126128,0.068679324,0.050270472,0.076249666,0.04382408,0.077895802,0.771709905,0.734857545,0.05720339,0.042539783,0.029759863,0.864633591,0.037802717,0.341765729,0.097785402,0.093923951,0.057431881,0.078607566,0.067751542,0.046214006,0.016341463,0.028900072,0.087005123,0.474681705,0.076542174,0.075713827
cg01447112,0.044884546,0.055522073,0.07251744,0.04855202,0.530824183,0.040497292,0.040936185,0.822368421,0.086282674,0.806919396,0.024545455,0.051214075,0.107417103,0.039946104,0.052233515,0.083469142,0.046684168,0.037435426,0.634018668,0.626104095,0.621375843,0.748695198,0.041318865,0.841755957,0.033622184,0.029404373,0.036353771,0.03359116,0.033727191,0.038624059,0.042542905,0.0336922,0.339572375,0.695380173,0.041187677,0.0498045,0.02850062,0.117961843
cg12610207,0.344747899,0.052146356,0.03342573,0.52682591,0.181074276,0.081002582,0.319762279,0.815521423,0.222152198,0.102417765,0.01494396,0.097577044,0.053909206,0.917553389,0.055066313,0.517935202,0.747974487,0.026536405,0.594547255,0.292140981,0.03285379,0.041991559,0.031160916,0.221596244,0.047602232,0.021278514,0.875249501,0.737603687,0.029349647,0.04244926,0.034854591,0.023642173,0.650626853,0.159141982,0.022717885,0.08662604,0.021906412,0.046018533
cg22517735,0.029305423,0.029361276,0.078626351,0.038590037,0.453902921,0.022560976,0.017072861,0.870258089,0.126877755,0.805320584,0.024695185,0.740269033,0.096056091,0.037349533,0.222256955,0.052967883,0.015720401,0.031790528,0.46970156,0.503809524,0.039359973,0.815900927,0.078009136,0.812845836,0.056104758,0.022624199,0.033227783,0.023146223,0.022370508,0.055930604,0.033754647,0.025004433,0.030553992,0.026708464,0.025524207,0.679243806,0.044059268,0.107277021
cg11561737,0.747847478,0.026925013,0.056682578,0.203397028,0.370188169,0.03340824,0.736602629,0.786706349,0.062997648,0.681208936,0.016310763,0.0557171,0.073714099,0.861847522,0.401141058,0.238752894,0.015495551,0.034093581,0.503805727,0.515632673,0.436666667,0.030146331,0.165440646,0.685310734,0.263945578,0.016813748,0.840935479,0.020534176,0.024647887,0.229925716,0.042062806,0.007931189,0.069052713,0.471439452,0.029033444,0.067179078,0.03017062,0.079189104
cg26701408,0.733907221,0.068961105,0.082493979,0.336939644,0.101718674,0.374526697,0.707078889,0.064816275,0.196335794,0.694496336,0.09291432,0.76354619,0.12160804,0.648998409,0.045715639,0.27941753,0.264192867,0.087352303,0.577546163,0.470662961,0.125211506,0.042672981,0.056877238,0.745931373,0.816215707,0.032576564,0.683206107,0.2257786,0.073884335,0.804641906,0.355814983,0.040127424,0.100331785,0.043169522,0.062411024,0.756485862,0.086974338,0.101725013
cg21185289,0.74222117,0.014254348,0.045614988,0.099335857,0.594355734,0.019207035,0.757687415,0.815020311,0.10479351,0.563557705,0.009313784,0.746591926,0.066857927,0.168447495,0.012381376,0.197542068,0.015024929,0.27211958,0.626921368,0.661584503,0.009495787,0.527698925,0.019032121,0.581051642,0.04443082,0.011524443,0.095484138,0.019928038,0.039541128,0.047171066,0.026678074,0.019749835,0.051987209,0.010647916,0.207093921,0.697021917,0.024671251,0.172545803
cg04537567,0.626677971,0.037466049,0.040931482,0.040492387,0.324392288,0.130616802,0.579776158,0.668389166,0.143974471,0.280754393,0.606430023,0.473876536,0.042311366,0.791046472,0.390739695,0.034292304,0.040685225,0.044028801,0.260704992,0.430537854,0.028591493,0.569663068,0.253133103,0.339882122,0.836558899,0.673081993,0.772766912,0.036373166,0.02734037,0.739625797,0.120708447,0.745906801,0.018551848,0.023074859,0.036253545,0.49393726,0.028226155,0.039146551
cg04842146,0.072873597,0.022688575,0.101298383,0.037876968,0.385461167,0.033963379,0.073737374,0.891655644,0.056241053,0.619807631,0.406288533,0.842804649,0.135292506,0.052542198,0.011442257,0.036147453,0.008764722,0.014209797,0.791630963,0.582174929,0.066711141,0.625201939,0.022528321,0.608017335,0.055296568,0.370103669,0.040264505,0.021093551,0.035467559,0.064236978,0.02719728,0.016144159,0.135643564,0.011749175,0.020176695,0.800053811,0.034644823,0.16602699
cg07559273,0.877070024,0.0575,0.070533065,0.095974576,0.590191421,0.031187892,0.84690757,0.862215321,0.126738389,0.502425923,0.606816799,0.088850521,0.06536663,0.099848905,0.040791402,0.106659619,0.021711367,0.022256999,0.735855336,0.705166224,0.048891129,0.155748373,0.052838478,0.530168632,0.054342348,0.464298615,0.08,0.027932961,0.030502112,0.06447982,0.043433602,0.027156101,0.018658281,0.04536029,0.035373678,0.085219601,0.029216706,0.090197137
cg06073449,0.015871001,0.044172613,0.0269329,0.045238317,0.576977652,0.017367141,0.017286734,0.687037689,0.10256121,0.04951216,0.048905038,0.679376464,0.039310262,0.283620776,0.017914361,0.045498719,0.02242623,0.045494218,0.52520436,0.724275262,0.029382681,0.015902029,0.019135463,0.064946619,0.905504268,0.00978605,0.321250829,0.011523516,0.019643624,0.881444436,0.01419061,0.016513143,0.106056325,0.016185785,0.029636065,0.684203672,0.014754826,0.039654979
cg25151919,0.053814539,0.515336997,0.305747845,0.801660585,0.521278794,0.056303459,0.041551629,0.871009421,0.052130848,0.493514916,0.033006127,0.070606445,0.258851699,0.08213001,0.53327126,0.882125713,0.813509633,0.046234433,0.648199529,0.603567263,0.430973552,0.020056094,0.284298354,0.503207596,0.074376947,0.259653157,0.076510638,0.788914152,0.0427695,0.081485246,0.069623372,0.622559342,0.438229238,0.423720137,0.055055831,0.089902502,0.06203533,0.290550595
cg11003573,0.044595201,0.627450592,0.442586364,0.788600991,0.609584775,0.080832719,0.039096762,0.854452307,0.043803144,0.524457892,0.040534454,0.043169135,0.387105531,0.085618627,0.522493846,0.868215251,0.764381786,0.054357826,0.640019025,0.688930118,0.349876361,0.015096218,0.312516619,0.501972834,0.042535091,0.293290595,0.101001693,0.746372112,0.034896354,0.052519733,0.105446055,0.591340376,0.306277152,0.31153173,0.066610959,0.10438141,0.037416663,0.383854559
cg26149244,0.520584083,0.059309952,0.100764251,0.069275029,0.567651349,0.102271376,0.558775305,0.807106357,0.108347643,0.796803752,0.052772718,0.726382839,0.105036414,0.067027923,0.133012372,0.0806713,0.061732809,0.081898648,0.614865918,0.670312339,0.327799083,0.738213533,0.110676245,0.83032748,0.371611538,0.039038471,0.083454125,0.056752374,0.043457748,0.399421761,0.11201727,0.046253096,0.811016737,0.148348256,0.086003293,0.502548509,0.049791718,0.15334275
cg03241649,0.818396575,0.386052463,0.068141127,0.393006818,0.552214827,0.037753469,0.797752809,0.835552651,0.048617989,0.552938339,0.085874678,0.775710662,0.068669951,0.043700188,0.639580483,0.444954995,0.58757716,0.057940905,0.611252182,0.680652285,0.048337406,0.220376038,0.37721005,0.578238433,0.049530201,0.223767964,0.042425417,0.599375565,0.068087318,0.033287671,0.068360864,0.543702323,0.24103702,0.192325764,0.040645719,0.702752861,0.056854016,0.049480134
cg18722847,0.036107904,0.62855815,0.417427764,0.782690107,0.602276544,0.068183186,0.043715568,0.864107884,0.138686131,0.524754919,0.043069489,0.056437444,0.32889915,0.100940484,0.530545695,0.837508612,0.775403686,0.039381023,0.626253899,0.683695342,0.496256132,0.01248488,0.347319707,0.522909906,0.050057119,0.305946352,0.153478261,0.780878575,0.033139561,0.06101656,0.108775403,0.600006888,0.247348811,0.467792508,0.06319003,0.077368758,0.038139663,0.343628789
cg19178853,0.053290594,0.099577881,0.072057773,0.138416156,0.595627376,0.053786933,0.059341798,0.891772463,0.060931568,0.523340581,0.05135748,0.77938437,0.075980587,0.131377336,0.034294994,0.136007828,0.048499717,0.061416763,0.662391143,0.756404258,0.052754982,0.936129308,0.045669684,0.511064507,0.135962536,0.066902482,0.120750865,0.049601262,0.05102989,0.161186112,0.050743266,0.063493473,0.102453763,0.071442216,0.067298144,0.743203463,0.050953967,0.07078324
cg23632875,0.806423964,0.072128667,0.109057396,0.070013819,0.595575797,0.04539927,0.772869462,0.856020836,0.091975124,0.730169406,0.24843921,0.635883114,0.117906683,0.066149905,0.038283201,0.063196903,0.028281261,0.041225043,0.672565231,0.38050332,0.033553465,0.096855423,0.038237236,0.651481608,0.074543038,0.57307118,0.066258086,0.034744915,0.046992368,0.058757914,0.04161143,0.520284979,0.167665269,0.037509193,0.060111535,0.596917431,0.041060036,0.12221828
cg12439439,0.637422969,0.034394988,0.376490898,0.031472684,0.270874463,0.322077111,0.588995606,0.797416527,0.08126652,0.184162063,0.530642857,0.041690743,0.250068814,0.605163876,0.021584271,0.057123464,0.021529806,0.066673596,0.53905338,0.571952674,0.017701922,0.404926867,0.0335097,0.139137919,0.795048838,0.636494253,0.803607112,0.022986037,0.035464392,0.745613113,0.278921293,0.76763557,0.070027557,0.017680075,0.04021827,0.032389346,0.052082246,0.241696024
cg01200640,0.692668753,0.034325405,0.069774072,0.057416885,0.525869149,0.03793851,0.682633336,0.781628484,0.059124008,0.754423364,0.447264737,0.661433507,0.063106037,0.053069167,0.412142039,0.061779967,0.496298827,0.093080263,0.535364079,0.602228377,0.183391641,0.73301557,0.36676444,0.759003434,0.062118951,0.580647741,0.044945848,0.465665939,0.036877589,0.034113654,0.035126678,0.075799149,0.123048241,0.032014157,0.101684255,0.634416155,0.028112991,0.058707524
cg08985029,0.672460253,0.051786639,0.071781912,0.062421066,0.543713118,0.039224296,0.681704485,0.852164416,0.293497542,0.58204556,0.02543688,0.804320668,0.093622129,0.060058704,0.029130115,0.058739201,0.019958988,0.047976184,0.674927367,0.680710229,0.114558049,0.20239515,0.048851826,0.526849418,0.043866532,0.025597591,0.037754701,0.015241558,0.036363636,0.054748046,0.040400479,0.025741209,0.109132451,0.080729839,0.046374544,0.763301332,0.04362117,0.101979604
cg15835396,0.748611196,0.04880187,0.061073133,0.640024695,0.6289911,0.065192694,0.714253508,0.787560115,0.056206793,0.379136316,0.108317352,0.606801909,0.067134771,0.745134906,0.043718166,0.690971247,0.453780943,0.053147997,0.49042689,0.639576883,0.063896447,0.414895155,0.045160362,0.389293053,0.072433793,0.065235995,0.681196175,0.251874063,0.087755233,0.06065213,0.056409313,0.05813354,0.024734346,0.069357661,0.062469013,0.639834126,0.060588575,0.061598224
cg07410872,0.032071027,0.038781163,0.052371068,0.073902178,0.581801471,0.040101406,0.037191461,0.841682687,0.168931199,0.518546216,0.010630612,0.829044118,0.1059522,0.061837168,0.027177402,0.085737458,0.031264159,0.027876106,0.086706949,0.683625653,0.030987493,0.75987505,0.055851552,0.55085639,0.055014855,0.012594925,0.089829633,0.024255319,0.030569883,0.0480749,0.049429658,0.024459359,0.601675271,0.039220648,0.024099802,0.816258939,0.035681125,0.073848939
cg25782847,0.768399948,0.077972208,0.084870849,0.099788262,0.417158061,0.298171475,0.7407163,0.532119975,0.061714005,0.708936514,0.047309112,0.087962963,0.09016069,0.679184333,0.635068601,0.112720688,0.048280523,0.010210396,0.47815739,0.639771695,0.732741709,0.570872766,0.386008376,0.696020391,0.10892453,0.048887739,0.612148024,0.042463873,0.056980704,0.071763417,0.259187279,0.048158371,0.683718996,0.682676913,0.071970789,0.070479387,0.05001187,0.090726894
cg04550737,0.041940086,0.039487573,0.041260745,0.096327592,0.647949922,0.039351616,0.031381185,0.911301698,0.19089444,0.093446959,0.030801873,0.543206107,0.069500036,0.618639998,0.440442103,0.099782638,0.602058399,0.032168331,0.698541466,0.762792417,0.023674558,0.656060665,0.318025258,0.068040089,0.064480874,0.021874525,0.616587594,0.606338933,0.046180784,0.057255832,0.036833317,0.030301105,0.048425408,0.048526863,0.021208182,0.553859831,0.062545455,0.057595392
